<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Nucleocytoplasmic Transport Proteins)>>	<<48>>
<<I-kappa B Proteins/genetics>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (TMC6 protein, human)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Asians/*genetics>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Case-Control Studies>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<I-kappa B Proteins/genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<NF-KappaB Inhibitor alpha>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Receptors, Interferon/genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (I-kappa B Proteins)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Psoriasis/*genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Genetic Predisposition to Disease>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (TMC6 protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Asians/*genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Case-Control Studies>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<Trans-Activators/genetics>>	<<1>>
<<0 (SYNE2 protein, human)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Receptors, Interferon/genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (I-kappa B Proteins)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Psoriasis/*genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Genetic Predisposition to Disease>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (TMC6 protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (Receptors, Interferon)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Asians/*genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (AIM2 protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Case-Control Studies>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<Trans-Activators/genetics>>	<<1>>
<<NF-KappaB Inhibitor alpha>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (I-kappa B Proteins)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Psoriasis/*genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Genetic Predisposition to Disease>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (TMC6 protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Asians/*genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Case-Control Studies>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Receptors, Interferon/genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Receptors, Interferon/genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<Receptors, Interferon/genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Psoriasis/*genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Genetic Predisposition to Disease>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (TMC6 protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Asians/*genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Case-Control Studies>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<Trans-Activators/genetics>>	<<1>>
<<0 (I-kappa B Proteins)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Psoriasis/*genetics>>	<<Genetic Predisposition to Disease>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<Psoriasis/*genetics>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (TMC6 protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<Psoriasis/*genetics>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<Psoriasis/*genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Psoriasis/*genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Psoriasis/*genetics>>	<<Asians/*genetics>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<Case-Control Studies>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Psoriasis/*genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Psoriasis/*genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Psoriasis/*genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<Psoriasis/*genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (IFNGR2 protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (TMC6 protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<Genetic Predisposition to Disease>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Asians/*genetics>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Case-Control Studies>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Genetic Predisposition to Disease>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Genetic Predisposition to Disease>>	<<Trans-Activators/genetics>>	<<1>>
<<Genetic Predisposition to Disease>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Receptors, Calcium-Sensing/genetics>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (TMC6 protein, human)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Asians/*genetics>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Case-Control Studies>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<Trans-Activators/genetics>>	<<1>>
<<0 (IFNGR2 protein, human)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Serine Endopeptidases/genetics>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (TMC6 protein, human)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Asians/*genetics>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Case-Control Studies>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<Receptors, Calcium-Sensing/genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (TMC6 protein, human)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Asians/*genetics>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Case-Control Studies>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<Serine Endopeptidases/genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<EC 3.4.21.- (Serine Endopeptidases)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<0 (TMC6 protein, human)>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Asians/*genetics>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Case-Control Studies>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<0 (TMC6 protein, human)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<0 (TMC6 protein, human)>>	<<Trans-Activators/genetics>>	<<1>>
<<0 (TMC6 protein, human)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Nerve Tissue Proteins/genetics>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Asians/*genetics>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Case-Control Studies>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<Trans-Activators/genetics>>	<<1>>
<<EC 3.4.21.- (Serine Endopeptidases)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (Receptors, Interferon)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<Asians/*genetics>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<Case-Control Studies>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<Trans-Activators/genetics>>	<<1>>
<<Nerve Tissue Proteins/genetics>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (Receptors, Interferon)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<Asians/*genetics>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<Case-Control Studies>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<Trans-Activators/genetics>>	<<1>>
<<139874-52-5 (NF-KappaB Inhibitor alpha)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<Interleukin-1 Receptor-Like 1 Protein>>	<<1>>
<<0 (Receptors, Interferon)>>	<<Asians/*genetics>>	<<1>>
<<0 (Receptors, Interferon)>>	<<0 (AIM2 protein, human)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<Case-Control Studies>>	<<1>>
<<0 (Receptors, Interferon)>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<0 (Receptors, Interferon)>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<0 (Receptors, Interferon)>>	<<Polymorphism, Single Nucleotide>>	<<1>>
<<0 (Receptors, Interferon)>>	<<Trans-Activators/genetics>>	<<1>>
<<0 (Receptors, Interferon)>>	<<0 (Cornified Envelope Proline-Rich Proteins)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<Asians/*genetics>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<0 (AIM2 protein, human)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<EC 1.5.1.20 (MTHFR protein, human)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<Case-Control Studies>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<0 (IL1RL1 protein, human)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<0 (AP5B1 protein, human)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<0 (Interleukin-1 Receptor-Like 1 Protein)>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<EC 1.5.1.20 (Methylenetetrahydrofolate Reductase (NADPH2))>>	<<1>>
<<Interleukin-1 Receptor-Like 1 Protein>>	<<Polymorphism, Single Nucleotide>>	<<1>>
