Disease rank from son to all disease using shortest_path
| Entity                                                                                    |        Rank |
| shiv plasma viremia                                                                       | 0.0376513   |
| denv-2                                                                                    | 0.0375921   |
| te                                                                                        | 0.0375921   |
| chronic hbv and hcv infections                                                            | 0.0375921   |
| prrs                                                                                      | 0.0375921   |
| liver necroinflammation                                                                   | 0.0375921   |
| ascites                                                                                   | 0.0375921   |
| hbv genotype d                                                                            | 0.0375921   |
| herpes simplex virus types 1 and 2                                                        | 0.0375921   |
| kidney transplant recipients                                                              | 0.0375921   |
| hcc)                                                                                      | 0.0375834   |
| lesions                                                                                   | 0.0375785   |
| pyoderma gangrenosum-like lesions                                                         | 0.0375785   |
| umbilicated papules                                                                       | 0.0375785   |
| necrotic eschar                                                                           | 0.0375785   |
| lesions of molluscum contagiosum                                                          | 0.0375785   |
| erythematous                                                                              | 0.0375785   |
| candidal esophagitis                                                                      | 0.0375785   |
| dermatology                                                                               | 0.0375785   |
| granulomatous dermatitis                                                                  | 0.0375785   |
| trypanosomatid parasites                                                                  | 0.0375785   |
| grades ii and iii oligodendroglioma                                                       | 0.0375706   |
| bovine viral diarrhea virus                                                               | 0.0375613   |
| vascular remodelling                                                                      | 0.037557    |
| pineal tumors                                                                             | 0.037557    |
| metastatic adenocarcinoma                                                                 | 0.037557    |
| intracerebral tumors                                                                      | 0.037557    |
| ogs                                                                                       | 0.037557    |
| nonastrocytic tumors                                                                      | 0.037557    |
| gcts                                                                                      | 0.037557    |
| russell-silver and beckwith-wiedemann syndromes                                           | 0.037557    |
| intramuscular myxoma                                                                      | 0.037557    |
| adenomatoid tumor                                                                         | 0.037557    |
| lymphangioma                                                                              | 0.037557    |
| adrenal cortical carcinoma                                                                | 0.037557    |
| tumor-like conditions                                                                     | 0.037557    |
| malignant pheochromocytoma                                                                | 0.037557    |
| catecholamine-secreting tumors                                                            | 0.037557    |
| conn syndrome                                                                             | 0.037557    |
| oncocytoma                                                                                | 0.037557    |
| adrenal cysts                                                                             | 0.037557    |
| adrenal tumors                                                                            | 0.037557    |
| myelolipoma                                                                               | 0.037557    |
| adrenal cortical hyperplasia                                                              | 0.037557    |
| total knee replacement                                                                    | 0.037557    |
| oaiii                                                                                     | 0.037557    |
| cavernous angiomas                                                                        | 0.037557    |
| arachnoid thickening                                                                      | 0.037557    |
| pgnt                                                                                      | 0.037557    |
| papillary glio-neuronal tumor                                                             | 0.037557    |
| developmental and epilepsy associated brain tumors                                        | 0.037557    |
| nodules                                                                                   | 0.037557    |
| isomorphic diffuse glioma                                                                 | 0.037557    |
| developmental, epilepsy-associated brain tumors                                           | 0.037557    |
| arachnoid cysts                                                                           | 0.037557    |
| intraventricular lesions                                                                  | 0.037557    |
| ependymal and choroid plexus                                                              | 0.037557    |
| plexiform neurofibroma                                                                    | 0.037557    |
| lhermitte-duclos                                                                          | 0.037557    |
| dysplastic gangliocytoma of the cerebellum                                                | 0.037557    |
| tumours of nerve sheath cell origin                                                       | 0.037557    |
| acoustic neurinomas                                                                       | 0.037557    |
| brainstem lesions                                                                         | 0.037557    |
| hygroma                                                                                   | 0.037557    |
| nonmalignant, noninvasive tumors                                                          | 0.037557    |
| hggs                                                                                      | 0.037557    |
| who grade iii glioma                                                                      | 0.037557    |
| t cell dysfunction                                                                        | 0.037557    |
| hepatitis b-related liver injury                                                          | 0.037557    |
| reproductive problems                                                                     | 0.037557    |
| horizontal nystagmus                                                                      | 0.037557    |
| primary creatine deficiency syndrome                                                      | 0.037557    |
| myelin and neurodegenerative disorders                                                    | 0.037557    |
| pcds                                                                                      | 0.037557    |
| central nervous system involvement                                                        | 0.037557    |
| creatine transporter (crtr) deficiency                                                    | 0.037557    |
| pcdss                                                                                     | 0.037557    |
| inborn error of metabolism of creatine synthesis                                          | 0.037557    |
| primary creatine deficiency syndromes                                                     | 0.037557    |
| creatine deficiency                                                                       | 0.037557    |
| fetal malformations                                                                       | 0.037557    |
| hepadnavirus-associated hepatocellular carcinoma                                          | 0.037557    |
| hepatic impairment                                                                        | 0.037557    |
| hev                                                                                       | 0.037557    |
| seipinopathies                                                                            | 0.037554    |
| conformational diseases                                                                   | 0.037554    |
| corneal                                                                                   | 0.037554    |
| corneal injury                                                                            | 0.037554    |
| blurry vision                                                                             | 0.037554    |
| chronic patients                                                                          | 0.037535    |
| infantile hypotonia                                                                       | 0.037526    |
| contractures                                                                              | 0.037526    |
| oculogyric crises                                                                         | 0.037526    |
| malignancies                                                                              | 0.0375252   |
| hypopigmentation                                                                          | 0.0375      |
| melanoma                                                                                  | 0.0375      |
| tyrosine kinase deficiency                                                                | 0.0374612   |
| pro-b cell acute lymphoblastic leukemia                                                   | 0.0374612   |
| pro-b cell all                                                                            | 0.0374612   |
| syk-deficient                                                                             | 0.0374612   |
| pro-b leukemia                                                                            | 0.0374612   |
| spleen tyrosine kinase (syk) deficiency                                                   | 0.0374612   |
| tumour necrosis                                                                           | 0.0374604   |
| neuroectodermal melanolysosomal disease                                                   | 0.0374326   |
| dysfunction of the central nervous system                                                 | 0.0374326   |
| androgen insensitivity                                                                    | 0.0374326   |
| motor impairment                                                                          | 0.037421    |
| rhombencephalosynapsis                                                                    | 0.037421    |
| midface hypoplasia                                                                        | 0.037421    |
| wns                                                                                       | 0.0373925   |
| white-nose syndrome                                                                       | 0.0373925   |
| transmissible spongiform encephalopathy                                                   | 0.0373925   |
| paroxysmal nocturnal hemoglobinuria                                                       | 0.0373925   |
| euthyroid conditions                                                                      | 0.0373925   |
| shortage of thyroid hormone                                                               | 0.0373925   |
| sickle                                                                                    | 0.0373925   |
| semliki forest virus                                                                      | 0.0373731   |
| nephritis                                                                                 | 0.0373731   |
| decompensated hbv cirrhosis                                                               | 0.0373731   |
| psychiatric disease                                                                       | 0.0373641   |
| neuropsychiatric abnormalities                                                            | 0.0373563   |
| perseveration                                                                             | 0.0373563   |
| bowel/bladder incontinence                                                                | 0.0373563   |
| nbia disorders                                                                            | 0.0373563   |
| familial mental retardation                                                               | 0.0373356   |
| nr                                                                                        | 0.0373194   |
| gg                                                                                        | 0.0373037   |
| bone marrow failure                                                                       | 0.0372711   |
| endoplasmic reticulum stress-associated disease                                           | 0.0372549   |
| hypertriglyceridaemia                                                                     | 0.0372549   |
| autosomal recessive spastic ataxia                                                        | 0.0372549   |
| telecanthus                                                                               | 0.0372243   |
| supranuclear palsy                                                                        | 0.0372075   |
| cns tumor                                                                                 | 0.0371784   |
| paraganglioma                                                                             | 0.0371721   |
| empyema                                                                                   | 0.0371721   |
| pgd                                                                                       | 0.0371721   |
| hbv related hcc                                                                           | 0.0371721   |
| immunologic diseases                                                                      | 0.0371721   |
| gastrointestinal smc                                                                      | 0.0371721   |
| autosomal dominant disorders                                                              | 0.0371721   |
| leukocyte adhesion deficiency                                                             | 0.0371721   |
| joint laxity                                                                              | 0.0371721   |
| lung inflammation                                                                         | 0.0371369   |
| hamartomas                                                                                | 0.0371106   |
| vesicular stomatitis virus                                                                | 0.0370708   |
| eeg abnormalities                                                                         | 0.0370598   |
| neurodevelopmental defects                                                                | 0.0370598   |
| imprinting defects                                                                        | 0.0370598   |
| short syndrome                                                                            | 0.0370557   |
| igf1r abnormality                                                                         | 0.0370557   |
| ch                                                                                        | 0.0370412   |
| dendritic spine abnormalities                                                             | 0.037037    |
| growth failure                                                                            | 0.037037    |
| motor and speech delay                                                                    | 0.037037    |
| metabolic disorders                                                                       | 0.037037    |
| postnatal growth retardation                                                              | 0.037037    |
| hypoglycaemia                                                                             | 0.037037    |
| growth deficiency                                                                         | 0.037037    |
| prenatal and postnatal growth retardation                                                 | 0.037037    |
| -russell syndrome                                                                         | 0.037037    |
| intrauterine and postnatal growth retardation                                             | 0.037037    |
| macrocephaly                                                                              | 0.037037    |
| human t-cell leukemia virus type                                                          | 0.0370336   |
| synovial sarcoma                                                                          | 0.037027    |
| pi-ibs                                                                                    | 0.0370188   |
| proliferative glomerulonephritis                                                          | 0.0370188   |
| cns disease                                                                               | 0.0370188   |
| prion                                                                                     | 0.0370188   |
| pyramidal involvement                                                                     | 0.0370188   |
| oa                                                                                        | 0.0369779   |
| type 2 diabetic                                                                           | 0.0369759   |
| familial ad                                                                               | 0.0369643   |
| motor disorders                                                                           | 0.0369544   |
| nonalcoholic steatohepatitis                                                              | 0.0369428   |
| it                                                                                        | 0.0369428   |
| immune-mediated inflammation                                                              | 0.0369428   |
| mitochondrial toxicity                                                                    | 0.0369428   |
| leptinemia                                                                                | 0.0369428   |
| spastic hemiplegia                                                                        | 0.0369428   |
| chronic encephalitis                                                                      | 0.0369428   |
| temporal lobe lesions                                                                     | 0.0369428   |
| contusions                                                                                | 0.0369428   |
| meld                                                                                      | 0.0369428   |
| hbv/woodchuck hepatitis virus                                                             | 0.0369428   |
| lymphocytopenia                                                                           | 0.0369428   |
| renal atrophy                                                                             | 0.0369428   |
| renal tuberculosis                                                                        | 0.0369428   |
| hbv- and hcv-infected                                                                     | 0.0369428   |
| hepatic c virus                                                                           | 0.0369428   |
| glomerular or vascular injury                                                             | 0.0369428   |
| swelling over face and body                                                               | 0.0369428   |
| oral lichen planus                                                                        | 0.0369428   |
| polyarthralgia                                                                            | 0.0369428   |
| papular eruption                                                                          | 0.0369428   |
| gianotti-crosti syndrome                                                                  | 0.0369428   |
| pedal edema                                                                               | 0.0369428   |
| pitted keratolysis                                                                        | 0.0369428   |
| serum sickness syndrome                                                                   | 0.0369428   |
| thymidine kinase deficient strain of hsv-1                                                | 0.0369428   |
| inflammatory disease of the liver                                                         | 0.0369428   |
| progressive liver disease                                                                 | 0.0369428   |
| aortic stenosis                                                                           | 0.0369428   |
| dysembryoplastic                                                                          | 0.0369305   |
| brain hemorrhage                                                                          | 0.0369305   |
| astroglial tumours                                                                        | 0.0369305   |
| moa                                                                                       | 0.0369305   |
| myoclonic jerks                                                                           | 0.0369305   |
| hand-foot-and-mouth disease                                                               | 0.0369305   |
| central nervous system (cns) infection                                                    | 0.0369305   |
| non-polio enterovirus infection of the central nervous system                             | 0.0369305   |
| neck stiffness                                                                            | 0.0369305   |
| enterovirus 71 infection                                                                  | 0.0369305   |
| polio-like syndrome                                                                       | 0.0369305   |
| sixth cranial nerve palsy                                                                 | 0.0369305   |
| cardiopulmonary failure                                                                   | 0.0369305   |
| enterovirus cns infection                                                                 | 0.0369305   |
| stroke-like episodes                                                                      | 0.0369249   |
| neurodegenerative                                                                         | 0.0369117   |
| mood disorders                                                                            | 0.0368906   |
| grade ii astrocytomas                                                                     | 0.036868    |
| non-glial tumors                                                                          | 0.0368461   |
| gangliocytoma                                                                             | 0.0368428   |
| streptococcal infection                                                                   | 0.036839    |
| neurinoma                                                                                 | 0.0367985   |
| neuropsychiatric syndrome                                                                 | 0.0367698   |
| anterior synechiae                                                                        | 0.0367659   |
| meningiomas                                                                               | 0.0367265   |
| aoas                                                                                      | 0.0367265   |
| astrocytic tumor                                                                          | 0.0367265   |
| myoclonus-dystonia                                                                        | 0.0367117   |
| strabismus                                                                                | 0.0366972   |
| hbv-related liver diseases                                                                | 0.0366895   |
| acute                                                                                     | 0.0366552   |
| subarachnoid hemorrhage                                                                   | 0.0366503   |
| bullous lesions                                                                           | 0.0366497   |
| astrocytoma stage i or ii                                                                 | 0.0366497   |
| epidural haematoma                                                                        | 0.0366497   |
| binswanger's encephalopathy                                                               | 0.0366497   |
| haemorrhagic infarction                                                                   | 0.0366497   |
| astrocytoma stage iii                                                                     | 0.0366497   |
| ischaemic infarction                                                                      | 0.0366497   |
| postinfectious encephalopathy                                                             | 0.0366497   |
| skull metastasis                                                                          | 0.0366497   |
| hcm                                                                                       | 0.0366428   |
| blood cancer                                                                              | 0.0366329   |
| systemic infection                                                                        | 0.0366287   |
| portal hypertension                                                                       | 0.0366267   |
| diplopia                                                                                  | 0.0366254   |
| falls                                                                                     | 0.0366162   |
| psychiatric disorders                                                                     | 0.0366075   |
| mld                                                                                       | 0.0365508   |
| benign tumors                                                                             | 0.0365499   |
| hccs                                                                                      | 0.0365445   |
| epileptic syndrome                                                                        | 0.0365226   |
| colorectal                                                                                | 0.036493    |
| opportunistic infections                                                                  | 0.0364887   |
| childhood glioblastoma                                                                    | 0.0364681   |
| liver-laceration                                                                          | 0.0364455   |
| tail-amputation hemorrhage                                                                | 0.0364455   |
| extremity trauma                                                                          | 0.0364455   |
| organ hemorrhage                                                                          | 0.0364455   |
| extremity injury                                                                          | 0.0364455   |
| moloney murine leukemia                                                                   | 0.0364455   |
| optic neuritis                                                                            | 0.036445    |
| prostate cancer                                                                           | 0.0364266   |
| hbv/                                                                                      | 0.0364044   |
| ebv                                                                                       | 0.0363636   |
| ws                                                                                        | 0.0363636   |
| lymphomas                                                                                 | 0.0363636   |
| neuroblastoma                                                                             | 0.0363636   |
| cns lymphoma                                                                              | 0.0363285   |
| kidney and liver transplantation                                                          | 0.0363285   |
| chronic rejection                                                                         | 0.0363285   |
| hepatitis c or d viruses                                                                  | 0.0363285   |
| kidney or combined kidney and liver transplantation                                       | 0.0363285   |
| anaplastic pleomorphic xanthoastrocytoma                                                  | 0.0363285   |
| motor neuron degeneration                                                                 | 0.0363285   |
| immune reconstitution syndrome                                                            | 0.0363285   |
| inguinal lymphadenopathy                                                                  | 0.0363285   |
| splenic pneumocystis jirovecii                                                            | 0.0363285   |
| aids-related lymphoma                                                                     | 0.0363285   |
| p. jiroveciii infection                                                                   | 0.0363285   |
| liver lesion                                                                              | 0.0363285   |
| human immunodeficiency virus (hiv) positive                                               | 0.0363285   |
| hepatosplenic lesion                                                                      | 0.0363285   |
| hepatosplenic lesions                                                                     | 0.0363285   |
| pulmonary involvement                                                                     | 0.0363285   |
| who grade ii diffuse glioma                                                               | 0.0363285   |
| polycythaemia vera                                                                        | 0.0363285   |
| essential thrombocythaemia                                                                | 0.0363285   |
| jak-2 positive                                                                            | 0.0363285   |
| os                                                                                        | 0.0363255   |
| ganglioneuroma                                                                            | 0.0363255   |
| colorectal carcinomas                                                                     | 0.0363255   |
| aids-cancers                                                                              | 0.0363255   |
| pneumonias                                                                                | 0.0363255   |
| ndotheliopathy                                                                            | 0.0363255   |
| coronavirus 2 (cov-2) infection                                                           | 0.0363255   |
| endotheliopathy                                                                           | 0.0363255   |
| covid-19 inflammation                                                                     | 0.0363255   |
| lung involvement                                                                          | 0.0363255   |
| cerebral oligodendrogliomatosis                                                           | 0.0363255   |
| behavioral disorder                                                                       | 0.0363255   |
| grand mal seizures                                                                        | 0.0363255   |
| od tumors                                                                                 | 0.0363255   |
| hypoxic conditions                                                                        | 0.0363255   |
| hypoxic lesions                                                                           | 0.0363255   |
| tumor hypoxia                                                                             | 0.0363255   |
| choroid-papillomas                                                                        | 0.0363255   |
| cerebral lesion                                                                           | 0.0363255   |
| tumors of the nervous                                                                     | 0.0363255   |
| syringomyelia                                                                             | 0.0363255   |
| feline glioma                                                                             | 0.0363255   |
| neutropenic fever                                                                         | 0.0363255   |
| paediatric chronic epilepsy                                                               | 0.0363255   |
| grade i/ii tumours                                                                        | 0.0363255   |
| ganglioglioma composite tumour                                                            | 0.0363255   |
| ischaemic damage                                                                          | 0.0363255   |
| hepatitis b virus-positive                                                                | 0.0363255   |
| whv infections                                                                            | 0.0363255   |
| liver metastasis                                                                          | 0.0363255   |
| familial adenomatous polyposis                                                            | 0.0363255   |
| oral carcinomas                                                                           | 0.0363255   |
| gait abnormalities                                                                        | 0.0363255   |
| combined deficiency                                                                       | 0.0363255   |
| factor vii deficiency                                                                     | 0.0363255   |
| perinatal bleeding                                                                        | 0.0363255   |
| perinatal consumptive coagulopathy                                                        | 0.0363255   |
| deficiency of the factor vii gene                                                         | 0.0363255   |
| consumption coagulopathy                                                                  | 0.0363255   |
| snakebite envenomation                                                                    | 0.0363255   |
| snake envenomation                                                                        | 0.0363255   |
| acute thrombo-hemorrhagic diseases                                                        | 0.0363255   |
| ectromelia virus                                                                          | 0.0363255   |
| hbv and hcv coinfection                                                                   | 0.0363255   |
| emphysema                                                                                 | 0.0363255   |
| nonfatty liver                                                                            | 0.0363255   |
| hepatic fat accumulation                                                                  | 0.0363255   |
| glycogen storage diseases                                                                 | 0.0363255   |
| nonalcoholic fatty liver                                                                  | 0.0363255   |
| deficiency of these proteins                                                              | 0.0363255   |
| sra chb                                                                                   | 0.0363231   |
| hepatitis b e antigen (hbeag)-negative                                                    | 0.0363162   |
| flavivirus                                                                                | 0.0363162   |
| hypomelanosis                                                                             | 0.0363158   |
| hereditary nonpolyposis colorectal cancer                                                 | 0.0363158   |
| liver tumours                                                                             | 0.0363067   |
| sporadic alzheimer's disease                                                              | 0.0362832   |
| cerebral symptoms                                                                         | 0.0362832   |
| delayed bone age                                                                          | 0.0362768   |
| ocular anomalies                                                                          | 0.0362013   |
| chronic constipation                                                                      | 0.0362013   |
| testicular tumor                                                                          | 0.0361685   |
| fxtas                                                                                     | 0.0361685   |
| advanced melanoma                                                                         | 0.036164    |
| neuroblastoma tumors                                                                      | 0.036164    |
| gbc                                                                                       | 0.036164    |
| tumors grade 4                                                                            | 0.036164    |
| pediatric sarcomas                                                                        | 0.036164    |
| nonmalignant                                                                              | 0.036164    |
| bone and soft tissue nonmalignant lesions                                                 | 0.036164    |
| nonmalignant lesions                                                                      | 0.036164    |
| hepatitis b virus related hepatocellular carcinoma                                        | 0.036164    |
| chronic hbv (chb) infections                                                              | 0.036164    |
| nadc                                                                                      | 0.036164    |
| squamous lung carcinoma                                                                   | 0.036164    |
| clear cell renal cell carcinoma                                                           | 0.036164    |
| ccrcc                                                                                     | 0.036164    |
| immunodeficiency virus 1                                                                  | 0.036164    |
| glioma tumors                                                                             | 0.0361172   |
| leptomeningeal oligodendrogliomatosis                                                     | 0.0361167   |
| fgds                                                                                      | 0.0360341   |
| central nervous system tumors                                                             | 0.0360308   |
| neoplastic lesions                                                                        | 0.0360308   |
| asthmatic                                                                                 | 0.0360236   |
| malignant diseases                                                                        | 0.0360111   |
| acute monocytic leukemia                                                                  | 0.0359583   |
| wound                                                                                     | 0.0359436   |
| rf                                                                                        | 0.0359436   |
| scs                                                                                       | 0.0359436   |
| haemorrhagic                                                                              | 0.0359436   |
| atheromatous plaque                                                                       | 0.0359436   |
| hematophagous nematodes                                                                   | 0.0359436   |
| hookworms                                                                                 | 0.0359436   |
| gastrointestinal blood loss                                                               | 0.0359436   |
| hypernatremia                                                                             | 0.0359436   |
| wap                                                                                       | 0.0359436   |
| ots                                                                                       | 0.0359337   |
| immune reconstitution inflammatory syndrome                                               | 0.0359084   |
| hypercalciuria                                                                            | 0.0359062   |
| bloom syndrome                                                                            | 0.0359002   |
| hypergonadotropic hypogonadism                                                            | 0.0359002   |
| hepatitis c viremia                                                                       | 0.0358586   |
| jc                                                                                        | 0.0358564   |
| severe acute respiratory syndrome coronavirus 2 (sars-cov-2) infection                    | 0.0358459   |
| brain                                                                                     | 0.0358255   |
| cns tumors                                                                                | 0.0358006   |
| choroid plexus papilloma                                                                  | 0.0357794   |
| developmental problems                                                                    | 0.035742    |
| oscc                                                                                      | 0.0357411   |
| genetic syndrome                                                                          | 0.0357411   |
| vasogenic edema                                                                           | 0.0357411   |
| kasabach-merritt syndrome                                                                 | 0.0357411   |
| adult oligodendrogliomas                                                                  | 0.0357411   |
| oligoastrocytic tumors                                                                    | 0.0357411   |
| diffuse astrocytic tumors                                                                 | 0.0357411   |
| vascular abnormalities                                                                    | 0.0357273   |
| primary glioblastomas                                                                     | 0.0357266   |
| primary liver cancer                                                                      | 0.0357113   |
| vsv                                                                                       | 0.0357113   |
| subacute fulminant hepatitis                                                              | 0.0357113   |
| hbeag-negative hepatitis                                                                  | 0.0357113   |
| mmachc                                                                                    | 0.0357113   |
| adams-oliver syndrome                                                                     | 0.0357113   |
| traumatic intracranial hemorrhage                                                         | 0.0357113   |
| brain infarcts                                                                            | 0.0357113   |
